,Ticker,Shares
0,AMZN,733.548723726406
1,QCOM,671.2850840077391
2,GM,1021.7427149070915
3,GOOG,143.60438450550765
4,NKE,126.5156589845778
5,BLK,22.850332641932255
6,AAPL,114.4625787709195
7,MSFT,62.23549912870302
8,ACN,51.293795835064
9,AXP,124.16395838579459
10,TXN,109.30394893071866
11,MS,209.38728276420866

